#Social Body Lab - TTCResearch: https://github.com/Social-Body-Lab/TTCResearch
#Authors: Emma Cohen (emma.cohen@anthro.ox.ac.uk), Arran J. Davis (arran.davis@anthro.ox.ac.uk | davis.arran@gmail.com), Jacob Taylor (jacob.taylor@anthro.ox.ac.uk)
"GeneralIndex","TeamIDVar","Sex","Q1.2TTDistance","Q1.3.1Optim","Q1.3.2Useful","Q1.3.3Relax","Q1.3.4Interest","Q1.3.5Energy","Q1.3.6Probl","Q1.3.7Clear","Q1.4.1Good","Q1.4.2Close","Q1.4.3Confi","Q1.4.4Mind","Q1.4.5Love","Q1.4.6NewInt","Q1.4.7Cheer","Q231Panicky","Q232Lively","Q233Confused","Q34Worn","Q235Depres","Q236Down","Q23a.1Annoy","Q23a.2Exhaust","Q23a.3Mix","Q23a.4Sleep","Q23a.5Bitter","Q23a.6Unhap","Q23b.1Worr","Q23b.2Energ","Q23b.3Mis","Q23b.4Muddl","Q23b.5Nerv","Q23b.6Angry","Q23c.1Acti","Q23c.2Anx","Q23c.3BadT","Q23c.4Tire","Q23c.5Alert","Q23c.6Uncet","Q2.4Circles","Q251Rely","Q251Rely.R.","Q252Cont","Q253TWork","Q254Coop","Q254Coop.R.","Q261Close","Q262Simi","Q263Talk","Q264Enjoy","Q265Thing","Q266Valu","Q266Valu.R.","Q267Oft","Q268Like","Q26a.1Personal","Q26a.2Relat","Q26a.3Attit","Q26a.4Opin","Q26a.5Import","Q26a.6EDay","Q26a.7Simi","Q271Conn","Q272Bond","Q273Commi","Q281.impact","Q282threat","Q283Affect","Q284Excite","Q285Anx","Q286Conse","Q28a.1nega","Q28a.2Impli","Q28a.3Eager","Q28a.4Long","Q28a.5Stron","Q28a.6nega","Q291Able","Q292Prep","Q293Distr","Q294Perf","Q2.10.1Comf","Q2.10.2Posi","Q2.10.3Confi","Q2.10.4Be","Q2.10.a.1Care","Q2.10.a.2Boost","Q2.10.a.3Concern","Q2.10.a.4SEst","Q3.5.1Panicky","Q3.5.2Lively","Q3.5.3Confus","Q3.5.4Worn","Q3.5.5Depres","Q3.5.6Down","Q3.5.a.1Annoy","Q3.5.a.2Exhaus","Q3.5.a.3Mix","Q3.5.a.4Sleep","Q3.5.a.5Bitt","Q3.5.a.6Unhap","Q3.5.b.1Worri","Q3.5.b.2Energ","Q3.5.b.3Mis","Q3.5.b.4Muddl","Q3.5.b.5Nerv","Q3.5.b.6Angr","Q3.5.c.1Activ","Q3.5.c.2Anx","Q3.5.c.3BadT","Q3.5.c.4Tire","Q3.5.c.5Alert","Q3.5.c.6Uncer","Q3.6.1Pain","Q3.6.2Fatigue","Q3.6.3Effort","Q3.7Circles","Q3.8.1Connect","Q3.8.2Bond","Q3.8.3.Commit","Q3.9.1Need","Q3.9.2Help","Q3.10.1Cheer","Q3.10.2Able","Q3.10.3.ves","Q3.10.4Listen","Q3.10.5Comfort","Q3.10.a.1Concern","Q3.10.a.2Can","Q3.10.a.3Encourage","Q3.10.a.4Confi","Q3.10.a.5Be","Q3.11.1Indiv","Q3.11.2Team","Q3.12.1IExpect","Q3.12.2TExpect","Q4.5.1Optim","Q4.5.2Use","Q4.5.3Relax","Q4.5.4Intere","Q4.5.5Energ","Q4.5.6Probl","Q4.5.7Clear","Q4.6.1Good","Q4.6.2Close","Q4.6.3Confi","Q4.6.4Mind","Q4.6.5Love","Q4.6.6New","Q4.6.7Cheer","Q4.7Circles","Q4.8.1Close","Q4.8.2Simi","Q4.8.3Talk","Q4.8.4Time","Q4.8.5Things","Q4.8.6Values","Q4.8.6ValuesR","Q4.8.7See","Q4.8.8Like","Q4.8.a.1Personal","Q4.8.a.2Relat","Q4.8.a.3Attit","Q4.8.a.4Opin","Q4.8.a.5Import","Q4.8.a.6EDay","Q4.8.a.7Vsimi","Q4.9.1Connect","Q4.9.2Bond","Q4.9.3Commit","threat_t2","threat_t2_outcome","threat_t2_emotion","challenge_t2","centrality_t2","tension_t2","vigour_t2","confusion_t2","fatigue_t2","depression_t2","anger_t2","tension_t3","vigour_t3","confusion_t3","fatigue_t3","depression_t3","anger_t3","closeness_t2","similarity_t2","eday_centrality_t2","closeness_t4","similarity_t4","eday_centrality_t4","wellbeing_t1","wellbeing_t4","Q251RelyR","Q254CoopR","interdependence_t2","collective_efficacy_t2","perceived_support_t2_emotional","perceived_support_t2_esteem","received_support_t3_emotional","received_support_t3_esteem","bonding_t2","bonding_t3","bonding_t4","phys_diff_t3","peform_satisfaction_t3","peform_satisfaction_expect_t3","experienced_interdependence_t3"
"90",100,"136","Female",35,4,3,4,5,3,4,5,5,5,4,4,4,5,5,1,2,1,0,1,1,0,0,0,1,0,1,1,2,0,0,2,0,1,3,0,1,2,3,5,3,5,6,4,3,5,5,5,7,6,3,4,4,4,7,7,6,5,6,7,5,3,6,6,7,5,3,5,5,4,3,1,3,4,1,4,1,6,8,7,5,5,6,6,5,5,5,5,6,0,3,0,2,0,0,0,3,1,2,0,0,0,2,0,0,1,0,2,0,0,2,2,0,8,8,10,5,7,7,7,6,7,4,4,5,5,5,4,5,5,5,4,5,5,8,8,4,2,3,4,3,3,5,4,4,4,4,5,3,4,5,5,4,6,6,5,3,5,6,6,6,7,5,5,6,7,5,6,6,6,0.376526452369331,-0.575812460606224,1.34336402560767,4.5,3,1.75,1.75,1,0.5,0.75,0,0.25,2.25,0.25,2.25,0,0,6.33333333333333,4,5.33333333333333,5.85714285714286,4.75,6.33333333333333,4.18181818181818,3.71428571428571,5,5,5,6.5,5,5.75,4.4,4.8,0.796777210846769,1.00530525385891,0.655699372155447,0.786273057500426,0.763848867090582,0.74406518604813,0.43866619729447
"91",101,"136","Female",35,4,3,3,4,3,4,4,3,4,4,4,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,1,1,5,5,3,6,6,2,6,7,7,7,7,6,2,6,7,7,6,7,7,7,7,6,6,6,6,7,4,1,3,5,2,3,1,1,5,2,5,1,8,9,9,8,6,6,6,6,6,6,6,6,0,1,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,6,4,10,5,7,7,7,7,7,3,3,5,4,4,5,5,5,5,5,5,4,7,4,3,4,3,4,3,4,4,3,3,4,4,5,3,4,5,7,7,7,7,7,6,2,7,7,5,7,7,7,7,6,6,7,7,7,-0.883224660052351,-0.575812460606224,-0.894902246609634,4.75,2.25,1,1.25,0.25,0,0,0,0,0.75,0,2,0,0,6.83333333333333,6.5,6.66666666666667,6.71428571428571,6.75,6.66666666666667,3.54545454545455,3.64285714285714,3,6,6,8.5,6,6,4.2,4.6,0.796777210846769,1.00530525385891,1.35742332892303,-0.743047310966732,-0.105714451455492,-0.790076411940027,0.928820936936475
"92",102,"136","Male",35,4,5,5,4,5,5,5,5,5,5,5,4,5,5,0,2,1,0,0,0,0,0,0,1,0,0,1,3,1,1,1,0,2,0,0,1,2,1,3,6,2,3,7,2,6,6,5,7,7,5,2,6,5,6,4,7,6,6,6,6,5,5,6,5,5,2,4,3,1,4,1,3,5,2,4,1,9,9,9,9,5,5,5,5,4,5,3,4,0,1,0,1,0,0,3,1,1,1,3,1,0,2,2,1,0,1,1,0,2,1,2,1,8,4,6,4,5,5,5,7,4,3,2,4,3,2,1,3,3,2,2,5,4,5,4,3,3,4,3,4,4,5,4,4,4,4,3,2,4,4,6,6,6,6,5,6,2,6,7,4,6,6,6,6,5,5,6,6,5,-0.827673972284772,-0.575812460606224,-0.772515905809311,4.25,3.25,0.5,2.25,0.75,0.5,0.25,0,0,1.5,0.75,1,0.75,2.25,6,5.25,6,5.85714285714286,5.5,5.66666666666667,4.90909090909091,3.64285714285714,2,6,5.33333333333333,9,4.25,4.75,2.2,2.8,-0.656651071967345,-1.07274311050288,0.205850826071004,-0.164719066967471,-0.105714451455492,-1.34734868977256,-0.67449224912566
"93",103,"136","Female",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,4,0,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,4,0,0,5,8,10,5,7,7,7,5,7,4,4,4,3,4,4,5,5,5,5,5,5,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.25,0,3.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.6,NA,1.00530525385891,NA,-0.0812193084984663,0.763848867090582,1.33657768973237,-0.0514885423475355
"94",104,"137","Male",35,2,5,3,4,5,4,4,5,4,4,5,5,4,4,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,2,1,0,0,1,0,5,1,7,7,7,2,6,7,5,5,7,6,2,6,4,7,7,7,5,6,7,6,4,7,5,7,5,3,5,5,2,4,1,1,5,4,5,1,5,9,10,5,4,6,5,4,5,4,5,6,0,3,0,4,0,0,0,4,1,3,0,0,0,3,0,0,0,0,1,0,0,4,0,0,8,7,9,5,7,7,7,7,6,5,4,5,4,4,4,5,4,4,5,5,5,6,7,4,4,3,2,3,4,5,5,4,4,3,5,5,4,5,5,6,2,6,6,2,6,2,6,7,7,7,6,7,4,6,7,5,6,-0.197798416073931,-0.575812460606224,0.346617230299341,5,3.5,0.75,2,0,0.25,0,0,0,1.75,0.25,3.75,0,0,7,5,5,6.28571428571429,6.25,2.66666666666667,4.09090909090909,3.92857142857143,7,6,6.66666666666667,7.25,4.5,5.25,4.4,4.4,0.752471051105411,1.00530525385891,0.658950455730906,0.548525026383452,0.763848867090582,-0.127083456552372,0.394383208249097
"95",105,"137","Male",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,4,2,1,1,4,2,4,1,2,1,0,1,1,1,1,0,0,0,4,2,1,9,8,8,4,6,6,6,7,6,4,3,3,4,4,2,3,3,3,2,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,4,1.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3,NA,-0.173804679944616,NA,1.07543717950006,-1.68362819490964,-1.31210846392085,0.394383208249097
"96",106,"137","Male",35,4,3,5,2,3,4,3,5,3,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,3,2,0,0,4,1,2,0,0,0,3,0,1,0,1,3,0,0,2,2,0,6,4,9,5,4,3,3,6,6,4,4,4,4,4,4,5,5,4,4,5,5,6,6,3,4,5,3,4,3,2,4,3,4,3,5,2,5,5,6,4,2,5,3,6,2,1,5,7,5,3,4,5,1,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.75,0.75,2.75,0.5,0.25,NA,NA,NA,5.28571428571429,3.25,1.33333333333333,3.81818181818182,3.57142857142857,NA,NA,NA,NA,NA,NA,4,4.4,NA,-2.30379884063237,-1.88847889403007,-0.743047310966732,0.763848867090582,-0.440959821320345,-0.0957715313929085
"97",108,"138","Female",35,2,4,4,4,4,4,4,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,5,2,6,6,6,3,5,6,6,6,4,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42857142857143,5.25,5.33333333333333,3.81818181818182,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175104155116978,NA,NA,NA,NA
"98",109,"138","Female",35,1,5,4,4,4,4,4,4,4,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",112,"139","Male",35,3,3,3,3,3,4,4,3,3,3,3,4,4,3,0,4,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,3,0,0,1,3,0,5,2,6,7,5,2,6,7,7,7,7,7,3,5,7,7,3,6,5,6,6,4,4,6,7,7,5,1,4,5,2,4,1,3,5,4,4,1,10,10,10,10,6,6,6,5,6,6,6,6,0,4,0,2,0,0,0,2,1,2,0,0,0,3,0,0,0,0,3,0,0,0,4,0,7,7,8,5,7,7,7,7,7,4,4,4,4,3,4,4,4,5,5,5,5,7,9,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,6,6,6,7,7,3,5,6,7,6,7,6,6,7,5,6,6,7,7,-0.883224660052351,-0.575812460606224,-0.894902246609634,4.75,3.75,0,3,0,0.75,0.25,0.333333333333333,0,3.5,0.25,1.5,0,0,6,5.75,6,6.57142857142857,6.25,5.66666666666667,3.18181818181818,3.92857142857143,6,6,6,10,5.75,6,4,4.2,1.1542640343526,1.00530525385891,1.11550017861607,0.259360904383821,0.763848867090582,0.779305411899838,0.928820936936475
"100",113,"140","Female",35,3,3,2,3,2,3,3,1,2,2,3,3,3,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,1,1,1,4,2,6,7,7,2,6,4,5,5,5,4,6,2,6,5,1,6,3,4,4,3,2,4,5,7,5,2,4,5,3,3,1,2,5,2,5,1,3,8,9,6,5,6,6,5,0,5,3,3,0,4,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,1,3,0,7,5,10,3,4,3,5,7,6,2,1,3,1,1,1,2,3,1,1,5,4,8,8,3,3,2,2,3,3,3,2,1,3,3,3,4,3,2,3,2,3,4,3,6,2,5,3,1,3,3,3,3,2,1,2,2,2,-0.25334910384151,-0.575812460606224,0.224230889499018,5,2.75,1,1.75,0.25,0.25,0,0,0,3.75,0,1,0,0,4.16666666666667,3.5,4.66666666666667,2.85714285714286,2.25,3.33333333333333,2.36363636363636,2.71428571428571,6,6,6.66666666666667,6.5,3.25,5,1.2,2,-0.449360578216116,-2.26939648374392,-2.83735587398087,-0.216135157850127,-0.105714451455492,0.74406518604813,0.394383208249097
"101",114,"140","Female",35,5,4,3,2,3,3,4,3,5,3,4,5,5,4,0,4,0,1,0,0,0,3,2,3,0,0,1,4,0,0,3,0,3,3,0,3,3,1,5,1,7,7,4,1,7,7,5,7,7,7,2,6,7,7,6,7,5,6,7,7,5,7,7,7,5,3,3,5,3,1,1,1,5,3,4,1,3,8,8,3,6,6,6,6,6,5,6,6,0,4,0,4,0,0,0,4,2,4,0,0,0,4,0,0,0,0,1,0,0,4,3,0,5,9,10,5,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,5,9,9,5,3,2,4,4,4,3,4,5,4,4,5,4,5,5,6,6,6,6,6,6,2,6,6,7,7,7,7,7,7,7,7,7,7,0.0893640181476998,-0.575812460606224,0.844990627953505,4.75,2,1.75,3.5,0.75,2.5,0,0,0,3,0.5,4,0,0,6.83333333333333,5.5,7,6.57142857142857,6.5,6.33333333333333,3.72727272727273,4,7,7,6,5.5,6,5.75,5,5,1.46744469811707,1.00530525385891,1.35742332892303,0.156528722618508,0.055498442182505,1.33657768973237,0.928820936936475
"102",115,"140","Female",35,4,5,4,5,5,4,4,4,5,4,4,5,4,5,1,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,2,1,0,0,3,0,5,2,6,7,6,2,6,6,6,7,7,5,3,5,5,7,3,6,6,7,7,5,5,6,6,7,4,2,3,5,3,2,1,1,5,1,4,1,6,8,8,6,6,6,6,6,6,6,6,6,0,4,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,3,0,0,2,0,0,4,3,9,5,6,6,7,5,7,3,3,4,5,4,3,5,5,3,4,5,5,8,9,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,6,6,6,7,7,2,6,6,7,5,7,6,7,7,6,5,6,7,7,-0.25334910384151,-0.575812460606224,0.224230889499018,4.5,1.75,1,3,0,0,0,0,0,2.5,0,1.25,0,0,6,5.5,5.66666666666667,6.57142857142857,6,6,4.36363636363636,4.71428571428571,6,6,6.33333333333333,7,6,6,3.8,4,0.796777210846769,0.403739504990149,1.11550017861607,-1.55912358608297,0.763848867090582,1.0579415508161,-0.0514885423475355
"103",116,"140","Female",35,3,4,3,2,3,4,4,4,4,4,4,3,3,4,1,4,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,0,3,2,0,1,3,0,5,3,5,6,3,3,5,7,6,6,7,6,2,6,7,7,5,7,7,6,6,6,5,5,5,7,5,1,3,5,1,3,1,1,5,3,4,1,6,9,8,6,6,6,6,6,6,6,5,6,0,4,0,3,0,0,0,2,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,4,6,10,5,7,7,7,5,7,1,1,1,1,1,3,2,2,2,4,5,5,7,8,4,4,4,3,4,4,4,3,4,4,4,3,4,4,5,6,5,7,6,5,2,6,7,6,5,6,5,7,7,7,5,6,6,6,-1.17038709427398,-0.575812460606224,-1.3932756442638,4.75,2.5,1.5,3.25,0,0.5,0,0,0,3,0,2,0,0,6.5,6,6.33333333333333,6.14285714285714,5,7,3.72727272727273,3.78571428571429,5,5,4.66666666666667,7.25,5.75,6,2,1.6,0.126109723576465,1.00530525385891,0.655699372155447,-0.845879492732045,0.763848867090582,0.465429047131865,-0.0514885423475355
"104",117,"141","Male",35,3,4,3,3,4,3,5,4,3,4,4,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,2,2,3,4,4,7,6,1,7,6,4,6,6,5,2,6,7,7,3,7,5,6,6,4,4,5,5,6,4,2,4,5,4,3,1,2,4,3,4,1,3,7,8,3,6,6,6,5,5,5,5,5,2,3,1,2,0,0,3,1,0,4,0,0,0,1,0,0,0,0,0,0,0,2,1,0,4,3,8,3,5,5,6,7,7,3,3,3,3,3,2,2,2,4,2,4,3,5,4,3,4,3,3,4,3,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,7,6,4,4,4,5,5,3,5,4,4,6,0.0338133303801206,-0.575812460606224,0.722604287153182,4.25,3,1.5,1,0.5,0.25,0,0,0.5,1.25,0.25,2.25,0,0.75,5.83333333333333,4.5,5.66666666666667,4.57142857142857,4.25,4.66666666666667,3.63636363636364,3.35714285714286,4,7,6.66666666666667,5.25,5.25,5.5,2.6,2.8,-0.706303723976464,-1.05554193205865,-0.76293067463215,-1.55912358608297,-1.68362819490964,-1.34734868977256,0.928820936936475
"105",118,"141","Male",35,4,4,4,5,5,5,5,4,4,4,5,4,5,5,0,3,1,0,0,0,1,0,1,1,1,0,1,3,0,0,1,0,3,1,0,1,3,1,4,2,6,6,4,2,6,5,4,6,5,5,5,3,7,6,3,6,5,4,6,5,6,5,5,5,5,2,3,5,2,2,1,2,4,3,3,2,8,7,7,7,5,6,6,5,5,5,4,6,0,1,1,3,1,2,1,3,1,0,2,2,1,1,1,2,0,1,1,0,1,0,1,1,3,3,8,3,4,4,4,3,5,3,1,2,2,2,2,3,2,3,2,4,4,4,5,4,4,4,4,3,3,3,4,3,4,4,3,4,3,2,4,5,6,3,3,4,4,6,3,3,3,3,2,5,4,4,3,4,4,0.243832899105485,0.622298617651574,-0.274142508155147,4.25,2.5,0.75,3,0.75,0.5,0,0.666666666666667,0.25,1,1.25,1.5,1.5,1.25,5.16666666666667,5,6,3.28571428571429,3.75,5.33333333333333,4.45454545454545,3.57142857142857,6,6,5.33333333333333,7.25,4.75,5.75,2.2,2.2,-0.751848257445067,-2.25185304430641,-1.67583111075267,-1.8482877080826,-0.81406487636357,-1.31210846392085,-2.1006734790063
"106",119,"142","Male",35,3,4,3,4,5,4,5,4,4,3,3,4,5,3,1,3,0,1,0,0,0,0,1,3,0,0,2,3,0,1,1,0,2,1,0,1,3,2,3,4,4,7,7,2,6,5,3,6,5,4,2,6,6,6,3,6,3,6,7,3,2,6,5,6,5,2,4,5,3,3,1,1,5,2,4,1,7,9,6,6,6,5,4,3,5,4,5,4,0,3,0,3,0,0,0,2,1,2,0,0,1,3,0,0,1,0,4,1,0,2,4,2,3,4,8,4,6,6,5,6,6,4,4,4,5,2,2,4,3,4,3,5,5,7,8,4,4,3,3,3,5,5,4,4,4,3,4,5,3,4,5,3,5,6,4,2,6,6,6,4,7,5,5,5,4,3,6,5,5,-0.25334910384151,-0.575812460606224,0.224230889499018,4.75,2.5,1.25,2.75,1,1.25,0,0,0.75,3.5,0.75,2.25,0,0,5.33333333333333,3,5,5.42857142857143,3.75,5,3.72727272727273,3.85714285714286,4,6,6.66666666666667,7,4.75,4.25,3.2,3.8,-0.393123060211991,-0.471177361634113,-0.0328212406605015,-1.61053967696562,0.763848867090582,0.465429047131865,-0.0957715313929085
"107",120,"143","Female",35,4,3,2,4,3,4,4,2,3,2,3,2,4,3,1,3,0,0,0,0,0,1,1,3,0,0,3,3,0,1,3,0,3,3,0,3,3,2,3,3,5,7,7,1,7,3,5,2,5,3,7,1,2,6,7,4,3,7,7,3,2,4,4,6,5,3,5,5,5,5,1,2,5,5,5,1,8,8,9,8,5,5,5,5,4,4,5,5,0,1,2,4,2,0,0,4,2,4,3,2,0,0,3,2,0,0,0,1,3,4,2,2,9,10,8,3,5,6,6,7,7,4,4,5,2,4,2,5,5,4,2,5,5,1,8,4,3,2,4,2,3,4,4,4,4,4,3,4,4,4,6,5,6,5,5,3,5,5,5,3,4,5,5,6,5,5,4,5,5,0.663688886590961,-0.575812460606224,1.84173742326183,5,4.25,2.5,3,1,1.75,0,0,0.25,0.75,2,4,1.75,1.5,5.33333333333333,3.25,2.33333333333333,4.85714285714286,5,5.33333333333333,3,3.5,5,7,7,8.25,4.75,4.75,2.8,4.6,-1.37697121124677,-0.740625810931647,-0.516667541274429,1.55093324173401,0.763848867090582,-1.20638778636572,0.928820936936475
"108",121,"143","Female",35,3,3,2,4,4,3,2,4,5,4,3,5,5,4,3,4,1,1,1,2,0,1,1,2,1,1,4,3,2,3,4,0,2,1,0,1,4,4,4,6,2,5,3,2,6,4,2,3,3,2,5,3,3,6,2,6,2,6,6,1,3,2,3,5,5,5,5,5,4,4,1,3,5,4,5,1,4,8,9,3,5,4,4,6,6,4,5,4,0,4,0,4,0,0,1,3,0,1,0,0,0,4,0,0,1,1,3,0,1,4,4,1,7,10,10,5,7,7,7,7,7,5,4,4,4,5,5,5,5,5,5,3,5,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06195269634775,-0.575812460606224,2.58488350251664,5,4,3,3.25,2.25,1.25,1.5,0.333333333333333,0.25,3.75,0.25,3,0,0.75,4.5,2.25,2.33333333333333,NA,NA,NA,3.36363636363636,NA,2,6,4.66666666666667,6,5.5,4,4.8,4.6,-2.40636389575015,1.00530525385891,NA,0.972604997734744,-0.652851982725572,-0.370479369616927,0.928820936936475
"109",122,"144","Male",35,4,4,4,5,5,5,5,5,5,5,4,4,5,4,1,3,0,1,0,0,0,0,0,1,0,0,1,3,0,0,2,0,3,1,0,1,1,1,5,5,3,6,7,2,6,6,5,6,7,6,2,6,4,6,4,5,5,6,6,3,4,5,5,6,5,2,2,5,2,2,1,1,4,1,3,1,6,8,9,7,5,5,4,5,6,5,5,6,0,3,0,2,0,0,0,3,0,1,0,0,0,4,0,0,0,0,4,0,0,4,2,0,6,7,9,5,7,7,7,6,7,4,2,3,5,3,2,4,4,5,3,5,5,9,9,4,4,3,4,5,5,5,3,3,4,5,4,5,4,5,5,6,5,5,5,2,6,4,6,3,5,6,5,7,3,5,5,5,6,-0.540511538063141,-0.575812460606224,-0.274142508155147,4.25,1.5,1.25,2.5,0.25,0.75,0,0,0,3.25,0,2.5,0,0,5.66666666666667,5,4.33333333333333,5.14285714285714,5.5,4,4.54545454545455,4.14285714285714,3,6,6.33333333333333,7.5,5.25,5,3.4,3.6,-0.181724447920247,1.00530525385891,0.175104155116978,-0.0298032176158097,0.763848867090582,1.33657768973237,0.43866619729447
